	Count
P2_cm:IGHV3-73:IGLV3-12	1
P2_cm:IGHV4-59:IGKV3/OR2-268	1
P2_cm:IGHV3-30:IGLV7-43	1
P2_cm:IGHV3-16:IGKV2-28	1
P2_cm:IGHV3-7:IGKV2-24	1
P2_cm:IGHV3-43D:IGKV1-5	1
P2_cm:IGHV4-61:IGLV2-5	1
P2_wt:IGHV4-30-4:IGKV1-5	35
P2_wt:IGHV3-23:IGLV6-57	290
P2_wt:IGHV5-51:IGLV2-14	3517
P2_wt:IGHV4-34:IGKV1-39	103
P2_wt:IGHV5-51:IGKV3-20	285
P2_wt:IGHV1-46:IGLV2-14	506
P2_wt:IGHV1-46:IGLV1-40	99
P2_wt:IGHV3-23:IGKV1-27	207
P2_wt:IGHV3-74:IGLV2-23	177
P2_wt:IGHV3-15:IGKV1-39	483
P2_wt:IGHV1-2:IGLV2-14	1081
P2_wt:IGHV3-11:IGLV3-21	45
P2_wt:IGHV3-15:IGLV2-8	557
P2_wt:IGHV3-15:IGKV3-11	206
P2_wt:IGHV3-9:IGLV2-14	864
P2_wt:IGHV3-74:IGLV2-14	989
P2_wt:IGHV3-74:IGLV7-46	20
P2_wt:IGHV3-23:IGLV2-23	800
P2_wt:IGHV5-51:IGLV1-44	864
P2_wt:IGHV3-23:IGKV1-9	174
P2_wt:IGHV7-4-1:IGKV1-39	220
P2_wt:IGHV3-23:IGLV2-14	3405
P2_wt:IGHV3-15:IGKV4-1	548
P2_wt:IGHV1-46:IGKV3-11	78
P2_wt:IGHV3-7:IGLV2-14	974
P2_wt:IGHV4-61:IGLV2-14	960
P2_wt:IGHV5-51:IGKV1-6	146
P2_wt:IGHV3-15:IGLV2-18	16
P2_wt:IGHV3-23:IGLV7-46	120
P2_wt:IGHV3-9:IGKV1-12	31
P2_wt:IGHV3-7:IGKV2-30	60
P2_wt:IGHV3-23:IGLV1-51	121
P2_wt:IGHV4-30-4:IGLV3-21	74
P2_wt:IGHV3-11:IGLV1-44	54
P2_wt:IGHV4-59:IGLV2-18	26
P2_wt:IGHV1-2:IGLV3-21	72
P2_wt:IGHV1-8:IGLV3-21	62
P2_wt:IGHV3-64D:IGLV2-8	36
P2_wt:IGHV3-7:IGKV3-20	36
P2_wt:IGHV1-3:IGKV1-5	19
P2_wt:IGHV1-8:IGLV1-47	131
P2_wt:IGHV5-51:IGKV2-30	219
P2_wt:IGHV7-4-1:IGLV2-14	392
P2_wt:IGHV5-51:IGLV3-21	344
P2_wt:IGHV3-43:IGKV4-1	23
P2_wt:IGHV1-2:IGKV1-27	44
P2_wt:IGHV3-49:IGKV1-39	22
P2_wt:IGHV5-51:IGLV6-57	524
P2_wt:IGHV4-39:IGLV2-14	675
P2_wt:IGHV1-18:IGLV1-44	143
P2_wt:IGHV3-53:IGLV7-46	2
P2_wt:IGHV1-3:IGLV2-14	175
P2_wt:IGHV5-51:IGKV1-12	176
P2_wt:IGHV3-74:IGLV2-8	444
P2_wt:IGHV3-48:IGLV2-14	380
P2_wt:IGHV3-7:IGLV2-23	212
P2_wt:IGHV3-49:IGLV2-8	63
P2_wt:IGHV1-18:IGLV2-14	798
P2_wt:IGHV1-2:IGKV1-39	386
P2_wt:IGHV1-69:IGKV1-39	81
P2_wt:IGHV3-72:IGKV2D-29	5
P2_wt:IGHV1-3:IGKV4-1	44
P2_wt:IGHV3-23:IGLV2-8	1420
P2_wt:IGHV3-23:IGKV1-5	279
P2_wt:IGHV3-7:IGLV2-8	314
P2_wt:IGHV4-4:IGLV2-11	43
P2_wt:IGHV3-21:IGKV1-39	127
P2_wt:IGHV1-3:IGLV2-11	48
P2_wt:IGHV5-10-1:IGLV2-14	152
P2_wt:IGHV3-9:IGKV1-39	307
P2_wt:IGHV3-7:IGLV1-44	260
P2_wt:IGHV1-8:IGLV2-14	1262
P2_wt:IGHV1-2:IGLV2-8	432
P2_wt:IGHV1-2:IGLV1-44	212
P2_wt:IGHV4-59:IGKV1-39	156
P2_wt:IGHV4-34:IGLV2-14	324
P2_wt:IGHV4-39:IGKV1-39	277
P2_wt:IGHV1-8:IGLV1-44	230
P2_wt:IGHV5-10-1:IGLV1-44	37
P2_wt:IGHV1-8:IGLV2-8	348
P2_wt:IGHV3-7:IGKV1-39	339
P2_wt:IGHV4-39:IGLV6-57	64
P2_wt:IGHV4-28:IGLV2-14	3
P2_wt:IGHV3-23:IGLV1-36	77
P2_wt:IGHV4-4:IGLV3-21	127
P2_wt:IGHV3-64D:IGKV3-11	5
P2_wt:IGHV3-23:IGKV2D-29	37
P2_wt:IGHV5-51:IGLV2-8	1375
P2_wt:IGHV1-2:IGKV3-15	57
P2_wt:IGHV3-23:IGKV2-29	68
P2_wt:IGHV3-11:IGKV1-5	19
P2_wt:IGHV3-11:IGLV7-46	12
P2_wt:IGHV4-30-4:IGLV2-14	343
P2_wt:IGHV3-74:IGLV2-11	44
P2_wt:IGHV3-74:IGKV3D-15	2
P2_wt:IGHV3-11:IGKV1-39	167
P2_wt:IGHV4-30-4:IGLV6-57	32
P2_wt:IGHV5-51:IGLV8-61	61
P2_wt:IGHV4-30-4:IGKV1-39	242
P2_wt:IGHV3-15:IGLV2-14	1386
P2_wt:IGHV1-2:IGKV1-9	94
P2_wt:IGHV1-18:IGLV2-8	212
P2_wt:IGHV1-8:IGKV2-28	35
P2_wt:IGHV4-4:IGLV2-8	271
P2_wt:IGHV1-2:IGKV3-11	111
P2_wt:IGHV4-4:IGKV3-15	9
P2_wt:IGHV3-23:IGKV1-17	109
P2_wt:IGHV1-2:IGLV2-18	71
P2_wt:IGHV7-4-1:IGLV1-44	92
P2_wt:IGHV1-69:IGLV2-23	138
P2_wt:IGHV3-53:IGKV1-27	43
P2_wt:IGHV3-23:IGKV1-39	1514
P2_wt:IGHV3-73:IGLV2-14	494
P2_wt:IGHV1-2:IGLV6-57	45
P2_wt:IGHV3-9:IGKV1-27	35
P2_wt:IGHV1-8:IGKV3-11	281
P2_wt:IGHV3-23:IGKV1-12	203
P2_wt:IGHV1-3:IGKV3-11	23
P2_wt:IGHV3-13:IGKV2D-29	16
P2_wt:IGHV3-23:IGKV1-33	257
P2_wt:IGHV4-4:IGLV1-40	51
P2_wt:IGHV5-51:IGKV1-5	320
P2_wt:IGHV1-2:IGLV1-51	61
P2_wt:IGHV3-13:IGLV7-46	3
P2_wt:IGHV4-30-4:IGLV2-8	124
P2_wt:IGHV3-15:IGKV1-33	72
P2_wt:IGHV4-39:IGLV1-44	137
P2_wt:IGHV4-4:IGKV1-NL1	59
P2_wt:IGHV4-61:IGKV1-39	229
P2_wt:IGHV1-18:IGKV2-30	30
P2_wt:IGHV3-74:IGLV1-47	77
P2_wt:IGHV1-3:IGLV3-21	56
P2_wt:IGHV5-51:IGKV3-15	49
P2_wt:IGHV1-18:IGKV1-9	93
P2_wt:IGHV4-4:IGLV2-14	659
P2_wt:IGHV1-58:IGLV1-44	45
P2_wt:IGHV3-23:IGLV1-40	343
P2_wt:IGHV4-61:IGLV3-21	85
P2_wt:IGHV3-23:IGKV3-11	443
P2_wt:IGHV5-51:IGKV1-39	1416
P2_wt:IGHV5-51:IGLV1-40	559
P2_wt:IGHV4-34:IGLV2-23	155
P2_wt:IGHV5-51:IGLV2-23	866
P2_wt:IGHV3-48:IGKV2-28	24
P2_wt:IGHV3-23:IGLV2-11	219
P2_wt:IGHV5-51:IGKV1-33	269
P2_wt:IGHV4-31:IGLV2-14	22
P2_wt:IGHV4-61:IGKV1-6	79
P2_wt:IGHV1-18:IGKV2-28	27
P2_wt:IGHV3-30:IGLV2-23	41
P2_wt:IGHV5-51:IGKV3-11	549
P2_wt:IGHV1-3:IGKV1-39	47
P2_wt:IGHV4-4:IGKV1-12	30
P2_wt:IGHV5-51:IGLV7-46	90
P2_wt:IGHV3-23:IGLV3-21	236
P2_wt:IGHV1-8:IGKV3-20	87
P2_wt:IGHV3-73:IGKV3-11	49
P2_wt:IGHV3-72:IGLV1-44	74
P2_wt:IGHV4-59:IGLV1-51	49
P2_wt:IGHV4-30-2:IGLV2-14	93
P2_wt:IGHV3-9:IGLV2-8	275
P2_wt:IGHV7-4-1:IGLV1-40	64
P2_wt:IGHV3-23:IGLV1-44	678
P2_wt:IGHV5-10-1:IGKV1-39	53
P2_wt:IGHV3-53:IGLV2-14	145
P2_wt:IGHV4-59:IGLV3-21	55
P2_wt:IGHV3-48:IGKV1-33	86
P2_wt:IGHV3-23:IGKV2-28	398
P2_wt:IGHV1-2:IGLV2-23	183
P2_wt:IGHV3-48:IGLV2-23	75
P2_wt:IGHV4-4:IGLV1-44	155
P2_wt:IGHV4-39:IGLV1-47	32
P2_wt:IGHV3-48:IGKV1-39	109
P2_wt:IGHV3-48:IGLV1-51	97
P2_wt:IGHV5-51:IGKV3D-20	49
P2_wt:IGHV4-61:IGLV1-44	165
P2_wt:IGHV4-4:IGKV1-39	240
P2_wt:IGHV3-15:IGLV1-44	319
P2_wt:IGHV1-8:IGKV4-1	128
P2_wt:IGHV4-59:IGLV2-8	370
P2_wt:IGHV1-18:IGKV1-33	28
P2_wt:IGHV3-15:IGLV2-23	230
P2_wt:IGHV4-4:IGKV2-28	30
P2_wt:IGHV3-23:IGKV1-6	154
P2_wt:IGHV4-4:IGLV1-51	33
P2_wt:IGHV4-59:IGLV2-14	630
P2_wt:IGHV3-30:IGKV2-30	33
P2_wt:IGHV3-21:IGKV1-6	16
P2_wt:IGHV3-72:IGKV1-39	115
P2_wt:IGHV3-23:IGLV4-60	5
P2_wt:IGHV3-49:IGLV1-44	37
P2_wt:IGHV3-7:IGLV7-43	5
P2_wt:IGHV1-46:IGKV1-39	204
P2_wt:IGHV3-9:IGLV2-23	222
P2_wt:IGHV4-4:IGKV1-27	88
P2_wt:IGHV4-4:IGKV1-6	34
P2_wt:IGHV4-34:IGLV1-40	26
P2_wt:IGHV3-74:IGLV1-51	66
P2_wt:IGHV3-74:IGKV1-33	56
P2_wt:IGHV3-7:IGKV1-9	70
P2_wt:IGHV3-15:IGKV1-9	84
P2_wt:IGHV1-8:IGKV1-27	66
P2_wt:IGHV3-11:IGLV1-40	13
P2_wt:IGHV3-43:IGLV2-14	97
P2_wt:IGHV1-2:IGLV2-11	70
P2_wt:IGHV1-18:IGKV1-39	262
P2_wt:IGHV1-2:IGKV2-30	113
P2_wt:IGHV3-15:IGLV1-40	98
P2_wt:IGHV5-51:IGLV3-1	27
P2_wt:IGHV1-18:IGLV1-40	48
P2_wt:IGHV3-73:IGLV7-43	44
P2_wt:IGHV3-53:IGLV6-57	12
P2_wt:IGHV3-13:IGLV6-57	18
P2_wt:IGHV4-30-4:IGKV3-20	227
P2_wt:IGHV5-51:IGKV4-1	303
P2_wt:IGHV4-30-4:IGLV1-51	14
P2_wt:IGHV1-18:IGLV6-57	90
P2_wt:IGHV1-46:IGLV1-44	164
P2_wt:IGHV3-11:IGLV2-14	274
P2_wt:IGHV5-51:IGKV1-9	226
P2_wt:IGHV1-69:IGKV1-6	6
P2_wt:IGHV1-8:IGKV3D-20	20
P2_wt:IGHV3-30-3:IGKV1-39	6
P2_wt:IGHV7-4-1:IGLV1-47	69
P2_wt:IGHV3-15:IGLV1-47	144
P2_wt:IGHV5-51:IGKV1-27	264
P2_wt:IGHV3-48:IGKV3-11	35
P2_wt:IGHV1-8:IGKV1-5	98
P2_wt:IGHV3-73:IGKV1-39	153
P2_wt:IGHV3-73:IGLV2-8	143
P2_wt:IGHV1-46:IGLV6-57	35
P2_wt:IGHV5-51:IGLV1-51	238
P2_wt:IGHV3-15:IGKV1-17	30
P2_wt:IGHV3-53:IGKV2-29	18
P2_wt:IGHV1-8:IGKV1-39	535
P2_wt:IGHV4-61:IGLV2-8	338
P2_wt:IGHV3-23:IGKV4-1	209
P2_wt:IGHV4-30-2:IGLV2-8	46
P2_wt:IGHV3-73:IGLV1-36	7
P2_wt:IGHV3-9:IGKV3-11	112
P2_wt:IGHV4-61:IGLV2-5	8
P2_wt:IGHV3-74:IGLV3-21	68
P2_wt:IGHV5-51:IGLV1-36	61
P2_wt:IGHV1-18:IGLV2-23	102
P2_wt:IGHV3-9:IGLV3-21	39
P2_wt:IGHV1-69:IGLV2-14	211
P2_wt:IGHV4-59:IGLV1-47	31
P2_wt:IGHV3-66:IGLV2-14	82
P2_wt:IGHV3-30:IGLV2-8	116
P2_wt:IGHV3-23:IGKV3-20	137
P2_wt:IGHV3-7:IGLV1-51	87
P2_wt:IGHV5-10-1:IGLV3-21	6
P2_wt:IGHV3-7:IGLV2-11	59
P2_wt:IGHV5-10-1:IGKV3-11	76
P2_wt:IGHV1-8:IGLV7-46	23
P2_wt:IGHV4-4:IGKV1-33	24
P2_wt:IGHV4-30-4:IGLV1-47	28
P2_wt:IGHV3-72:IGLV1-40	43
P2_wt:IGHV3-43:IGKV1-39	45
P2_wt:IGHV3-23:IGLV1-47	271
P2_wt:IGHV1-46:IGLV2-8	155
P2_wt:IGHV3-13:IGLV2-23	71
P2_wt:IGHV5-51:IGLV2-11	239
P2_wt:IGHV3-74:IGKV1-39	324
P2_wt:IGHV3-20:IGLV2-8	75
P2_wt:IGHV1-46:IGKV1-9	23
P2_wt:IGHV3-72:IGLV2-14	235
P2_wt:IGHV3-23:IGLV8-61	37
P2_wt:IGHV3-72:IGKV3D-20	2
P2_wt:IGHV4-4:IGLV6-57	43
P2_wt:IGHV4-34:IGKV1-27	18
P2_wt:IGHV4-61:IGLV1-40	115
P2_wt:IGHV3-15:IGLV3-21	137
P2_wt:IGHV3-9:IGLV1-44	206
P2_wt:IGHV3-21:IGKV3-11	62
P2_wt:IGHV3-30:IGLV1-44	40
P2_wt:IGHV1-2:IGLV2-5	15
P2_wt:IGHV3-64:IGLV2-14	51
P2_wt:IGHV3-74:IGLV7-43	16
P2_wt:IGHV1-18:IGKV2D-29	7
P2_wt:IGHV3-74:IGKV3-11	251
P2_wt:IGHV1-2:IGLV1-47	115
P2_wt:IGHV3-9:IGKV1-5	44
P2_wt:IGHV4-31:IGKV1-5	2
P2_wt:IGHV3-15:IGLV6-57	99
P2_wt:IGHV4-39:IGLV7-43	10
P2_wt:IGHV4-34:IGKV2-30	28
P2_wt:IGHV3-7:IGKV1-27	64
P2_wt:IGHV3-30:IGLV1-40	43
P2_wt:IGHV3-49:IGKV3-11	13
P2_wt:IGHV3-30:IGLV2-14	252
P2_wt:IGHV3-20:IGLV2-23	30
P2_wt:IGHV5-51:IGKV2-28	164
P2_wt:IGHV3-49:IGKV3/OR2-268	1
P2_wt:IGHV4-34:IGLV2-8	135
P2_wt:IGHV3-21:IGLV2-14	357
P2_wt:IGHV5-51:IGLV1-50	82
P2_wt:IGHV4-34:IGLV3-21	27
P2_wt:IGHV3-74:IGKV1-5	60
P2_wt:IGHV3-69-1:IGLV2-23	8
P2_wt:IGHV4-39:IGKV1-27	112
P2_wt:IGHV3-15:IGLV4-60	20
P2_wt:IGHV1-8:IGLV2-11	72
P2_wt:IGHV4-39:IGLV2-23	182
P2_wt:IGHV1-3:IGLV1-47	16
P2_wt:IGHV3-23:IGKV2-30	196
P2_wt:IGHV3-23:IGKV3-7	7
P2_wt:IGHV4-4:IGLV4-60	101
P2_wt:IGHV3-30:IGKV1-39	38
P2_wt:IGHV1-69:IGLV1-44	42
P2_wt:IGHV5-51:IGLV1-47	264
P2_wt:IGHV1-18:IGKV1-27	26
P2_wt:IGHV3-66:IGKV2-28	3
P2_wt:IGHV3-11:IGKV1-9	19
P2_wt:IGHV1-8:IGKV1-17	26
P2_wt:IGHV4-39:IGKV1-5	18
P2_wt:IGHV3-13:IGLV1-47	11
P2_wt:IGHV1-46:IGKV2-30	19
P2_wt:IGHV3-15:IGKV2-28	143
P2_wt:IGHV3-48:IGKV3-20	70
P2_wt:IGHV3-74:IGLV1-40	73
P2_wt:IGHV1-2:IGKV2-28	44
P2_wt:IGHV4-39:IGKV3-11	76
P2_wt:IGHV4-4:IGKV3-11	84
P2_wt:IGHV4-61:IGKV2-29	10
P2_wt:IGHV4-39:IGLV2-8	255
P2_wt:IGHV3-15:IGKV2-30	186
P2_wt:IGHV3-49:IGLV2-14	162
P2_wt:IGHV1-18:IGKV1-17	18
P2_wt:IGHV4-61:IGKV1-9	43
P2_wt:IGHV3-43:IGLV3-21	6
P2_wt:IGHV4-30-4:IGKV1-12	24
P2_wt:IGHV4-30-4:IGLV2-23	142
P2_wt:IGHV3-30:IGLV6-57	13
P2_wt:IGHV4-30-2:IGLV2-23	15
P2_wt:IGHV1-8:IGLV7-43	8
P2_wt:IGHV5-10-1:IGKV1-12	73
P2_wt:IGHV5-51:IGKV1-17	222
P2_wt:IGHV3-74:IGLV1-44	161
P2_wt:IGHV3-72:IGLV6-57	19
P2_wt:IGHV3-72:IGLV2-8	91
P2_wt:IGHV4-34:IGKV2-29	8
P2_wt:IGHV3-20:IGLV2-14	148
P2_wt:IGHV3-73:IGLV2-23	105
P2_wt:IGHV4-59:IGLV7-46	18
P2_wt:IGHV7-4-1:IGLV7-46	43
P2_wt:IGHV3-15:IGKV1-5	82
P2_wt:IGHV1-46:IGLV3-21	96
P2_wt:IGHV4-30-4:IGLV1-40	42
P2_wt:IGHV3-11:IGKV3-11	37
P2_wt:IGHV3-73:IGLV1-51	17
P2_wt:IGHV3-72:IGKV2-28	16
P2_wt:IGHV3-69-1:IGLV1-40	2
P2_wt:IGHV4-30-4:IGKV4-1	30
P2_wt:IGHV4-34:IGKV2D-29	11
P2_wt:IGHV1-18:IGLV3-21	48
P2_wt:IGHV3-21:IGLV2-11	21
P2_wt:IGHV4-59:IGKV1-27	58
P2_wt:IGHV3-64:IGLV2-8	19
P2_wt:IGHV3-73:IGLV1-44	89
P2_wt:IGHV5-51:IGLV2-18	133
P2_wt:IGHV3-74:IGKV1-6	17
P2_wt:IGHV5-51:IGKV2D-29	67
P2_wt:IGHV3-7:IGKV1-5	41
P2_wt:IGHV3-9:IGLV1-51	38
P2_wt:IGHV4-61:IGKV1-5	53
P2_wt:IGHV3-7:IGKV3-11	97
P2_wt:IGHV3-48:IGLV1-40	20
P2_wt:IGHV3-20:IGLV1-44	63
P2_wt:IGHV1-3:IGLV2-8	71
P2_wt:IGHV3-7:IGLV6-57	60
P2_wt:IGHV1-8:IGLV6-57	72
P2_wt:IGHV3-43:IGKV1-12	15
P2_wt:IGHV3-30:IGKV3-11	49
P2_wt:IGHV3-9:IGLV2-18	16
P2_wt:IGHV3-7:IGLV3-21	175
P2_wt:IGHV5-10-1:IGLV8-61	7
P2_wt:IGHV3-74:IGKV2-30	86
P2_wt:IGHV3-21:IGLV2-23	96
P2_wt:IGHV3-11:IGLV1-47	28
P2_wt:IGHV1-8:IGLV2-23	237
P2_wt:IGHV1-69:IGLV2-8	107
P2_wt:IGHV3-66:IGKV1-12	44
P2_wt:IGHV3-48:IGKV4-1	16
P2_wt:IGHV3-66:IGKV1-39	14
P2_wt:IGHV3-48:IGLV2-11	20
P2_wt:IGHV4-61:IGLV6-57	39
P2_wt:IGHV3-7:IGKV2D-29	10
P2_wt:IGHV4-39:IGLV2-11	62
P2_wt:IGHV4-59:IGLV1-44	118
P2_wt:IGHV4-34:IGLV2-11	23
P2_wt:IGHV3-48:IGLV2-8	126
P2_wt:IGHV4-61:IGLV2-23	130
P2_wt:IGHV3-15:IGLV2-11	111
P2_wt:IGHV3-15:IGKV1-27	69
P2_wt:IGHV3-48:IGLV1-44	72
P2_wt:IGHV1-3:IGKV1-9	9
P2_wt:IGHV4-39:IGLV3-21	65
P2_wt:IGHV3-21:IGLV2-8	163
P2_wt:IGHV3-48:IGKV1-37	3
P2_wt:IGHV4-4:IGLV2-23	109
P2_wt:IGHV4-61:IGLV1-51	51
P2_wt:IGHV7-4-1:IGKV1-33	48
P2_wt:IGHV1-3:IGKV1-12	22
P2_wt:IGHV1-58:IGKV1-39	15
P2_wt:IGHV3-13:IGLV2-8	30
P2_wt:IGHV3-43:IGLV1-44	36
P2_wt:IGHV1-18:IGKV3-15	24
P2_wt:IGHV3-7:IGKV1-6	21
P2_wt:IGHV1-2:IGKV4-1	35
P2_wt:IGHV4-28:IGLV1-40	3
P2_wt:IGHV3-53:IGKV1-39	54
P2_wt:IGHV3-33:IGLV1-44	3
P2_wt:IGHV3-48:IGKV1-6	78
P2_wt:IGHV4-39:IGKV2-30	96
P2_wt:IGHV1-8:IGKV1-12	47
P2_wt:IGHV4-59:IGLV2-11	27
P2_wt:IGHV1-46:IGLV2-11	58
P2_wt:IGHV4-61:IGKV1-33	38
P2_wt:IGHV7-4-1:IGKV2-29	7
P2_wt:IGHV5-10-1:IGKV3-20	15
P2_wt:IGHV3-72:IGLV2-11	33
P2_wt:IGHV4-61:IGLV1-47	79
P2_wt:IGHV1-18:IGKV1-8	4
P2_wt:IGHV3-13:IGLV2-14	150
P2_wt:IGHV4-61:IGKV3-15	9
P2_wt:IGHV4-59:IGKV3-11	57
P2_wt:IGHV3-21:IGLV6-57	92
P2_wt:IGHV3-20:IGKV2-29	3
P2_wt:IGHV3-53:IGLV2-23	83
P2_wt:IGHV3-53:IGLV1-51	23
P2_wt:IGHV7-4-1:IGKV2-30	70
P2_wt:IGHV3-73:IGLV6-57	34
P2_wt:IGHV1-69:IGKV1-17	64
P2_wt:IGHV3-11:IGKV2D-30	3
P2_wt:IGHV1-3:IGKV3-20	41
P2_wt:IGHV3-15:IGKV1-6	45
P2_wt:IGHV3-9:IGKV1-6	27
P2_wt:IGHV3-15:IGLV7-46	19
P2_wt:IGHV1-46:IGLV1-47	35
P2_wt:IGHV3-23:IGLV3-27	4
P2_wt:IGHV5-51:IGKV3D-15	66
P2_wt:IGHV1-2:IGLV7-43	4
P2_wt:IGHV3-72:IGLV2-23	49
P2_wt:IGHV3-30-3:IGKV1-12	32
P2_wt:IGHV3-73:IGKV4-1	16
P2_wt:IGHV3-7:IGKV1-17	21
P2_wt:IGHV1-8:IGKV2-30	82
P2_wt:IGHV3-21:IGKV1-27	13
P2_wt:IGHV3-66:IGKV3-20	6
P2_wt:IGHV7-4-1:IGKV1-27	24
P2_wt:IGHV4-4:IGLV1-36	57
P2_wt:IGHV3-20:IGKV2-28	16
P2_wt:IGHV3-53:IGKV1-33	6
P2_wt:IGHV3-73:IGKV2-28	26
P2_wt:IGHV1-18:IGKV1-12	31
P2_wt:IGHV4-34:IGLV1-44	105
P2_wt:IGHV4-59:IGKV2-29	22
P2_wt:IGHV3-7:IGKV1D-12	14
P2_wt:IGHV4-30-2:IGLV1-44	15
P2_wt:IGHV1-8:IGKV1-9	32
P2_wt:IGHV4-39:IGKV1-6	35
P2_wt:IGHV3-73:IGKV1-17	13
P2_wt:IGHV3-48:IGKV1-27	10
P2_wt:IGHV3-13:IGKV1-39	83
P2_wt:IGHV1-2:IGLV1-36	20
P2_wt:IGHV4-59:IGKV2-28	15
P2_wt:IGHV3-11:IGKV1-33	22
P2_wt:IGHV5-10-1:IGLV2-8	31
P2_wt:IGHV3-23:IGLV2-5	26
P2_wt:IGHV3-20:IGKV2-30	16
P2_wt:IGHV3-20:IGKV4-1	7
P2_wt:IGHV1-46:IGKV3-20	19
P2_wt:IGHV3-15:IGLV1-51	108
P2_wt:IGHV3-23:IGLV2-18	63
P2_wt:IGHV4-61:IGKV1-17	10
P2_wt:IGHV1-18:IGLV1-47	65
P2_wt:IGHV3-74:IGLV6-57	48
P2_wt:IGHV4-34:IGKV1-33	10
P2_wt:IGHV3-7:IGLV1-47	74
P2_wt:IGHV3-9:IGLV1-40	59
P2_wt:IGHV1-69:IGKV1-33	17
P2_wt:IGHV1-2:IGLV1-40	133
P2_wt:IGHV1-46:IGLV8-61	24
P2_wt:IGHV7-4-1:IGLV2-8	216
P2_wt:IGHV4-39:IGLV1-51	49
P2_wt:IGHV3-64D:IGLV2-23	5
P2_wt:IGHV4-30-2:IGLV8-61	79
P2_wt:IGHV1-18:IGKV3-20	74
P2_wt:IGHV1-2:IGKV1-16	25
P2_wt:IGHV4-4:IGKV1-9	27
P2_wt:IGHV3-73:IGKV1-5	30
P2_wt:IGHV4-38-2:IGLV1-40	7
P2_wt:IGHV3-15:IGKV1-12	49
P2_wt:IGHV3-43:IGLV2-23	12
P2_wt:IGHV1-58:IGLV1-47	3
P2_wt:IGHV3-72:IGKV4-1	17
P2_wt:IGHV4-30-4:IGLV8-61	7
P2_wt:IGHV1-8:IGKV1-6	36
P2_wt:IGHV7-4-1:IGLV2-23	101
P2_wt:IGHV3-43:IGKV3-11	29
P2_wt:IGHV3-73:IGKV1-27	18
P2_wt:IGHV1-3:IGLV1-44	58
P2_wt:IGHV3-33:IGKV2-30	5
P2_wt:IGHV3-11:IGLV2-8	82
P2_wt:IGHV3-9:IGKV1-17	34
P2_wt:IGHV1-3:IGKV1-33	5
P2_wt:IGHV3-66:IGLV2-8	38
P2_wt:IGHV3-73:IGLV1-40	36
P2_wt:IGHV5-10-1:IGLV1-47	4
P2_wt:IGHV1-8:IGKV1-33	66
P2_wt:IGHV3-43D:IGLV2-14	3
P2_wt:IGHV3-21:IGKV4-1	55
P2_wt:IGHV3-49:IGLV2-23	11
P2_wt:IGHV3-53:IGLV1-40	42
P2_wt:IGHV3-73:IGKV2-30	29
P2_wt:IGHV4-61:IGKV3-20	42
P2_wt:IGHV4-39:IGKV1-9	30
P2_wt:IGHV4-4:IGKV1-5	17
P2_wt:IGHV3-7:IGKV1-13	6
P2_wt:IGHV3-9:IGKV1-33	52
P2_wt:IGHV4-59:IGKV1-5	61
P2_wt:IGHV3-9:IGLV6-57	83
P2_wt:IGHV3-23:IGKV1-NL1	15
P2_wt:IGHV1-2:IGKV1-NL1	5
P2_wt:IGHV3-20:IGKV1-39	44
P2_wt:IGHV3-73:IGKV1-12	26
P2_wt:IGHV7-4-1:IGLV6-57	23
P2_wt:IGHV3-20:IGKV1-NL1	2
P2_wt:IGHV1-58:IGKV1-NL1	1
P2_wt:IGHV1-2:IGKV1-5	130
P2_wt:IGHV3-66:IGLV1-47	11
P2_wt:IGHV4-59:IGLV7-43	37
P2_wt:IGHV4-30-4:IGKV1-27	53
P2_wt:IGHV1-2:IGKV1-33	50
P2_wt:IGHV1-46:IGLV1-36	4
P2_wt:IGHV4-4:IGLV5-52	2
P2_wt:IGHV3-9:IGLV3-9	6
P2_wt:IGHV1-69:IGLV2-11	67
P2_wt:IGHV3-53:IGLV2-8	42
P2_wt:IGHV3-74:IGLV3-12	5
P2_wt:IGHV3-21:IGLV1-50	10
P2_wt:IGHV1-18:IGLV2-11	104
P2_wt:IGHV1-46:IGLV2-23	117
P2_wt:IGHV3-9:IGKV1-16	5
P2_wt:IGHV3-11:IGLV8-61	9
P2_wt:IGHV4-61:IGLV7-46	20
P2_wt:IGHV4-59:IGLV1-40	66
P2_wt:IGHV3-11:IGKV2-28	38
P2_wt:IGHV3-7:IGLV2-5	14
P2_wt:IGHV3-53:IGKV2-30	30
P2_wt:IGHV4-39:IGKV4-1	40
P2_wt:IGHV3-15:IGLV2-5	12
P2_wt:IGHV3-21:IGKV1-17	8
P2_wt:IGHV3-48:IGLV7-46	11
P2_wt:IGHV3-53:IGLV1-47	17
P2_wt:IGHV1-18:IGKV3-11	64
P2_wt:IGHV3-9:IGKV2-30	97
P2_wt:IGHV3-43:IGLV1-36	3
P2_wt:IGHV3-23:IGKV3-15	31
P2_wt:IGHV3-7:IGLV1-40	97
P2_wt:IGHV3-21:IGLV1-44	53
P2_wt:IGHV3-21:IGKV3-20	27
P2_wt:IGHV4-4:IGLV1-47	30
P2_wt:IGHV1-46:IGKV3-15	18
P2_wt:IGHV3-21:IGLV3-21	43
P2_wt:IGHV4-34:IGKV3-20	16
P2_wt:IGHV3-33:IGKV3-7	63
P2_wt:IGHV3-15:IGLV1-36	15
P2_wt:IGHV3-9:IGKV2-28	23
