"P0_Ab","P3_cm","P3_wt","IGH","IGL","P0_Ab_Ratio","P3_cm_Ratio","P3_wt_Ratio","P3_cmR","P3_wtR"
1,0,1,"IGHV3-73","IGLV3-1",7.99788855742084e-06,0,7.99788855742084e-06,0,1
1,0,1,"IGHV1-8","IGKV3-7",4.22815102955478e-06,0,4.22815102955478e-06,0,1
1,1,0,"IGHV3-9","IGKV1D-16",6.96068604521662e-06,6.96068604521662e-06,0,1,0
2,0,1,"IGHV3-23","IGKV2-18",1.59957771148417e-05,0,7.99788855742084e-06,0,0.5
1,1,0,"IGHV4-55","IGLV2-18",4.22815102955478e-06,4.22815102955478e-06,0,1,0
2,1,0,"IGHV3-69-1","IGKV1-33",1.39213720904332e-05,6.96068604521662e-06,0,0.5,0
1,1,0,"IGHV3-72","IGLV1-50",7.99788855742084e-06,7.99788855742084e-06,0,1,0
1,1,0,"IGHV3-48","IGLV3-12",4.22815102955478e-06,4.22815102955478e-06,0,1,0
1,1,0,"IGHV3-74","IGLV3-9",6.96068604521662e-06,6.96068604521662e-06,0,1,0
1,1,0,"IGHV3-69-1","IGKV3-20",7.99788855742084e-06,7.99788855742084e-06,0,1,0
1,1,0,"IGHV3-13","IGKV1-13",4.22815102955478e-06,4.22815102955478e-06,0,1,0
1,1,0,"IGHV4-38-2","IGLV3-27",6.96068604521662e-06,6.96068604521662e-06,0,1,0
1,0,1,"IGHV3-15","IGLV3-1",7.99788855742084e-06,0,7.99788855742084e-06,0,1
1,1,0,"IGHV7-4-1","IGKV1-16",4.22815102955478e-06,4.22815102955478e-06,0,1,0
0,1,0,"IGHV3-62","IGLV1-44",0,6.96068604521662e-06,0,Inf,NA
0,0,1,"IGHV3-15","IGLV3-12",0,0,7.99788855742084e-06,NA,Inf
0,1,0,"IGHV3-20","IGLV2-5",0,4.22815102955478e-06,0,Inf,NA
0,1,0,"IGHV3-9","IGLV3-27",0,6.96068604521662e-06,0,Inf,NA
0,1,0,"IGHV3-43D","IGKV1D-12",0,7.99788855742084e-06,0,Inf,NA
0,1,0,"IGHV3-21","IGLV5-37",0,4.22815102955478e-06,0,Inf,NA
0,1,0,"IGHV3-21","IGLV3-12",0,6.96068604521662e-06,0,Inf,NA
0,1,0,"IGHV1-69","IGKV1-16",0,7.99788855742084e-06,0,Inf,NA
0,1,0,"IGHV4-55","IGKV1-33",0,4.22815102955478e-06,0,Inf,NA
0,1,0,"IGHV3-16","IGKV1-13",0,6.96068604521662e-06,0,Inf,NA
0,0,1,"IGHV3-13","IGLV3-12",0,0,7.99788855742084e-06,NA,Inf
0,1,0,"IGHV3-33","IGLV2-5",0,4.22815102955478e-06,0,Inf,NA
0,0,1,"IGHV5-51","IGKV3-7",0,0,6.96068604521662e-06,NA,Inf
0,0,1,"IGHV3-69-1","IGLV3-21",0,0,7.99788855742084e-06,NA,Inf
0,1,0,"IGHV1-3","IGLV2-5",0,4.22815102955478e-06,0,Inf,NA
0,0,1,"IGHV3-30","IGLV1-50",0,0,6.96068604521662e-06,NA,Inf
0,1,0,"IGHV3-20","IGKV1-37",0,7.99788855742084e-06,0,Inf,NA
0,0,1,"IGHV3-21","IGLV3-16",0,0,4.22815102955478e-06,NA,Inf
0,0,1,"IGHV1-46","IGLV5-39",0,0,6.96068604521662e-06,NA,Inf
0,1,0,"IGHV4-55","IGLV2-8",0,7.99788855742084e-06,0,Inf,NA
0,0,1,"IGHV3-15","IGLV5-37",0,0,4.22815102955478e-06,NA,Inf
0,1,0,"IGHV3-41","IGKV4-1",0,6.96068604521662e-06,0,Inf,NA
0,1,0,"IGHV3-15","IGKV3-7",0,7.99788855742084e-06,0,Inf,NA
0,0,1,"IGHV4-30-2","IGKV1D-13",0,0,4.22815102955478e-06,NA,Inf
0,0,1,"IGHV3-72","IGLV4-60",0,0,6.96068604521662e-06,NA,Inf
0,1,0,"IGHV3-69-1","IGKV2-28",0,7.99788855742084e-06,0,Inf,NA
0,0,1,"IGHV1-2","IGKV3-7",0,0,4.22815102955478e-06,NA,Inf
0,1,0,"IGHV3-20","IGKV2D-29",0,6.96068604521662e-06,0,Inf,NA
0,0,1,"IGHV3-71","IGLV2-23",0,0,7.99788855742084e-06,NA,Inf
0,1,0,"IGHV3-11","IGKV1-16",0,4.22815102955478e-06,0,Inf,NA
0,1,0,"IGHV4-55","IGKV4-1",0,6.96068604521662e-06,0,Inf,NA
0,1,0,"IGHV3-23","IGLV3-13",0,7.99788855742084e-06,0,Inf,NA
0,1,0,"IGHV3-43D","IGKV1-27",0,4.22815102955478e-06,0,Inf,NA
0,1,0,"IGHV1-69","IGLV3-1",0,6.96068604521662e-06,0,Inf,NA
0,1,0,"IGHV3-69-1","IGLV2-5",0,7.99788855742084e-06,0,Inf,NA
0,1,0,"IGHV3-72","IGKV1-37",0,4.22815102955478e-06,0,Inf,NA
0,1,0,"IGHV3-30","IGLV3-27",0,6.96068604521662e-06,0,Inf,NA
0,1,0,"IGHV3-33","IGLV5-37",0,7.99788855742084e-06,0,Inf,NA
0,0,1,"IGHV3-69-1","IGLV8-61",0,0,4.22815102955478e-06,NA,Inf
0,0,1,"IGHV3-11","IGKV1D-13",0,0,6.96068604521662e-06,NA,Inf
0,0,1,"IGHV3-35","IGKV1-12",0,0,7.99788855742084e-06,NA,Inf
0,0,1,"IGHV3-64","IGKV1-13",0,0,4.22815102955478e-06,NA,Inf
0,0,1,"IGHV3-64","IGLV4-60",0,0,6.96068604521662e-06,NA,Inf
0,0,1,"IGHV3-69-1","IGKV1-9",0,0,7.99788855742084e-06,NA,Inf
0,0,1,"IGHV3-74","IGLV3-16",0,0,4.22815102955478e-06,NA,Inf
0,0,1,"IGHV4-4","IGKV1D-8",0,0,6.96068604521662e-06,NA,Inf
0,0,1,"IGHV1-46","IGKV3-7",0,0,7.99788855742084e-06,NA,Inf
0,0,1,"IGHV3-11","IGKV2-24",0,0,4.22815102955478e-06,NA,Inf
0,0,1,"IGHV4-61","IGKV3-7",0,0,6.96068604521662e-06,NA,Inf
0,0,1,"IGHV3-69-1","IGLV1-36",0,0,7.99788855742084e-06,NA,Inf
0,0,1,"IGHV3-20","IGLV4-60",0,0,4.22815102955478e-06,NA,Inf
0,0,1,"IGHV3-13","IGLV2-5",0,0,6.96068604521662e-06,NA,Inf
1,0,0,"IGHV3-43D","IGLV1-47",7.99788855742084e-06,0,0,0,0
10,0,0,"IGHV3-33","IGKV1-6",4.22815102955478e-05,0,0,0,0
12,0,0,"IGHV3-21","IGKV1-13",8.35282325425994e-05,0,0,0,0
195,0,0,"IGHV4-61","IGKV3-15",0.00155958826869706,0,0,0,0
36,0,0,"IGHV5-10-1","IGKV1-27",0.000152213437063972,0,0,0,0
48,0,0,"IGHV4-39","IGKV1-8",0.000334112930170398,0,0,0,0
9,0,0,"IGHV7-4-1","IGKV1-8",7.19809970167876e-05,0,0,0,0
58,0,0,"IGHV3-33","IGLV2-8",0.000245232759714177,0,0,0,0
26,0,0,"IGHV3-21","IGKV1D-12",0.000180977837175632,0,0,0,0
15,0,0,"IGHV1-18","IGKV1-13",0.000119968328361313,0,0,0,0
3,0,0,"IGHV4-59","IGKV2-24",1.26844530886643e-05,0,0,0,0
5,0,0,"IGHV3-30-3","IGKV2-30",3.48034302260831e-05,0,0,0,0
1,0,0,"IGHV3-64","IGKV1D-13",7.99788855742084e-06,0,0,0,0
7,0,0,"IGHV4-38-2","IGKV1-8",2.95970572068834e-05,0,0,0,0
25,0,0,"IGHV4-59","IGKV1-8",0.000174017151130415,0,0,0,0
22,0,0,"IGHV4-38-2","IGLV1-51",0.000175953548263259,0,0,0,0
36,0,0,"IGHV4-31","IGKV1-5",0.000152213437063972,0,0,0,0
19,0,0,"IGHV4-34","IGKV1-NL1",0.000132253034859116,0,0,0,0
7,0,0,"IGHV5-51","IGLV4-69",5.59852199019459e-05,0,0,0,0
3,0,0,"IGHV4-59","IGLV3-10",1.26844530886643e-05,0,0,0,0
25,0,0,"IGHV1-3","IGKV1-6",0.000174017151130415,0,0,0,0
20,0,0,"IGHV1-46","IGLV7-43",0.000159957771148417,0,0,0,0
5,0,0,"IGHV3-30-3","IGKV2-28",2.11407551477739e-05,0,0,0,0
48,0,0,"IGHV1-46","IGKV1D-12",0.000334112930170398,0,0,0,0
16,0,0,"IGHV3-30-3","IGKV3-11",0.000127966216918733,0,0,0,0
17,0,0,"IGHV1-46","IGKV1-8",7.18785675024312e-05,0,0,0,0
3,0,0,"IGHV4-31","IGLV3-9",2.08820581356498e-05,0,0,0,0
4,0,0,"IGHV3-11","IGKV1D-12",3.19915542296834e-05,0,0,0,0
34,0,0,"IGHV3-53","IGKV3-15",0.000143757135004862,0,0,0,0
33,0,0,"IGHV1-18","IGKV2D-29",0.000229702639492148,0,0,0,0
35,0,0,"IGHV1-18","IGKV1D-12",0.000279926099509729,0,0,0,0
16,0,0,"IGHV1-46","IGKV3D-15",6.76504164728764e-05,0,0,0,0
19,0,0,"IGHV4-31","IGKV1-27",0.000132253034859116,0,0,0,0
13,0,0,"IGHV3-64","IGKV3-15",0.000103972551246471,0,0,0,0
19,0,0,"IGHV4-30-2","IGKV1-6",8.03348695615407e-05,0,0,0,0
12,0,0,"IGHV4-28","IGKV1-39",8.35282325425994e-05,0,0,0,0
23,0,0,"IGHV5-51","IGKV1-16",0.000183951436820679,0,0,0,0
6,0,0,"IGHV4-39","IGLV3-9",2.53689061773287e-05,0,0,0,0
8,0,0,"IGHV3-64D","IGKV4-1",5.56854883617329e-05,0,0,0,0
16,0,0,"IGHV4-59","IGLV3-1",0.000127966216918733,0,0,0,0
23,0,0,"IGHV3-33","IGKV3-20",9.72474736797598e-05,0,0,0,0
9,0,0,"IGHV4-31","IGKV2-28",6.26461744069495e-05,0,0,0,0
32,0,0,"IGHV4-59","IGKV3D-15",0.000255932433837467,0,0,0,0
19,0,0,"IGHV4-38-2","IGKV3-15",8.03348695615407e-05,0,0,0,0
28,0,0,"IGHV4-30-2","IGKV2-30",0.000194899209266065,0,0,0,0
21,0,0,"IGHV4-30-4","IGKV1-8",0.000167955659705838,0,0,0,0
16,0,0,"IGHV3-66","IGKV1-17",6.76504164728764e-05,0,0,0,0
7,0,0,"IGHV1-3","IGKV3D-20",4.87248023165163e-05,0,0,0,0
7,0,0,"IGHV3-30-3","IGLV7-46",5.59852199019459e-05,0,0,0,0
33,0,0,"IGHV3-53","IGLV7-46",0.000139528983975308,0,0,0,0
2,0,0,"IGHV4-4","IGKV3-7",1.39213720904332e-05,0,0,0,0
4,0,0,"IGHV4-30-2","IGKV3D-15",3.19915542296834e-05,0,0,0,0
24,0,0,"IGHV4-61","IGKV3D-15",0.000101475624709315,0,0,0,0
3,0,0,"IGHV3-30","IGLV4-60",2.08820581356498e-05,0,0,0,0
2,0,0,"IGHV3-66","IGKV2-40",1.59957771148417e-05,0,0,0,0
15,0,0,"IGHV3-33","IGKV1-12",6.34222654433216e-05,0,0,0,0
2,0,0,"IGHV3-33","IGKV1-13",1.39213720904332e-05,0,0,0,0
12,0,0,"IGHV3-43D","IGLV2-14",9.59746626890501e-05,0,0,0,0
13,0,0,"IGHV3-66","IGKV3-15",5.49659633842121e-05,0,0,0,0
41,0,0,"IGHV4-38-2","IGKV1-27",0.000285388127853881,0,0,0,0
13,0,0,"IGHV3-21","IGKV1-NL1",0.000103972551246471,0,0,0,0
13,0,0,"IGHV3-64","IGKV3-20",5.49659633842121e-05,0,0,0,0
4,0,0,"IGHV1-3","IGKV1D-13",2.78427441808665e-05,0,0,0,0
10,0,0,"IGHV4-30-2","IGLV7-43",7.99788855742084e-05,0,0,0,0
31,0,0,"IGHV4-30-4","IGKV1-NL1",0.000131072681916198,0,0,0,0
20,0,0,"IGHV4-39","IGLV1-50",0.000139213720904332,0,0,0,0
1,0,0,"IGHV3-49","IGLV4-60",7.99788855742084e-06,0,0,0,0
1,0,0,"IGHV1-38-4","IGKV1-39",4.22815102955478e-06,0,0,0,0
4,0,0,"IGHV4-31","IGKV2-29",2.78427441808665e-05,0,0,0,0
2,0,0,"IGHV7-4-1","IGLV3-1",1.59957771148417e-05,0,0,0,0
5,0,0,"IGHV3-72","IGKV2D-29",2.11407551477739e-05,0,0,0,0
5,0,0,"IGHV3-64D","IGKV3-20",3.48034302260831e-05,0,0,0,0
13,0,0,"IGHV1-8","IGLV3-27",0.000103972551246471,0,0,0,0
6,0,0,"IGHV4-30-4","IGKV1-16",2.53689061773287e-05,0,0,0,0
3,0,0,"IGHV4-4","IGKV1D-13",2.08820581356498e-05,0,0,0,0
11,0,0,"IGHV3-33","IGLV7-46",8.79767741316293e-05,0,0,0,0
3,0,0,"IGHV4-28","IGKV1-27",1.26844530886643e-05,0,0,0,0
37,0,0,"IGHV3-66","IGKV3-11",0.000257545383673015,0,0,0,0
38,0,0,"IGHV3-33","IGKV1-5",0.000303919765181992,0,0,0,0
1,0,0,"IGHV3-33","IGLV3-12",4.22815102955478e-06,0,0,0,0
17,0,0,"IGHV1-3","IGLV1-36",0.000118331662768682,0,0,0,0
2,0,0,"IGHV1-18","IGLV5-52",1.59957771148417e-05,0,0,0,0
14,0,0,"IGHV1-18","IGLV3-1",5.91941144137669e-05,0,0,0,0
14,0,0,"IGHV1-18","IGKV3D-20",9.74496046330326e-05,0,0,0,0
6,0,0,"IGHV1-2","IGLV3-25",4.7987331344525e-05,0,0,0,0
7,0,0,"IGHV3-53","IGLV7-43",2.95970572068834e-05,0,0,0,0
25,0,0,"IGHV3-43","IGKV2-30",0.000174017151130415,0,0,0,0
13,0,0,"IGHV4-59","IGLV9-49",0.000103972551246471,0,0,0,0
31,0,0,"IGHV7-4-1","IGKV1D-12",0.000131072681916198,0,0,0,0
1,0,0,"IGHV3-49","IGLV1-50",6.96068604521662e-06,0,0,0,0
20,0,0,"IGHV3-33","IGLV3-21",0.000159957771148417,0,0,0,0
3,0,0,"IGHV4-34","IGKV1-37",1.26844530886643e-05,0,0,0,0
15,0,0,"IGHV3-23","IGLV3-9",0.000104410290678249,0,0,0,0
1,0,0,"IGHV1-69","IGLV2-5",7.99788855742084e-06,0,0,0,0
1,0,0,"IGHV3-33","IGLV3-27",4.22815102955478e-06,0,0,0,0
1,0,0,"IGHV1-3","IGKV2-24",6.96068604521662e-06,0,0,0,0
44,0,0,"IGHV1-3","IGKV3-15",0.000351907096526517,0,0,0,0
4,0,0,"IGHV4-31","IGLV2-18",1.69126041182191e-05,0,0,0,0
17,0,0,"IGHV5-51","IGLV3-9",0.000118331662768682,0,0,0,0
3,0,0,"IGHV4-31","IGKV3D-15",2.39936656722625e-05,0,0,0,0
19,0,0,"IGHV4-61","IGKV1-8",8.03348695615407e-05,0,0,0,0
5,0,0,"IGHV1-2","IGKV1D-16",3.48034302260831e-05,0,0,0,0
15,0,0,"IGHV1-58","IGKV1-17",0.000119968328361313,0,0,0,0
9,0,0,"IGHV3-21","IGKV1-8",3.8053359265993e-05,0,0,0,0
21,0,0,"IGHV4-31","IGLV1-47",0.000146174406949549,0,0,0,0
4,0,0,"IGHV3-64D","IGKV1D-12",3.19915542296834e-05,0,0,0,0
9,0,0,"IGHV3-64","IGKV1-27",3.8053359265993e-05,0,0,0,0
7,0,0,"IGHV3-23","IGKV2D-30",4.87248023165163e-05,0,0,0,0
22,0,0,"IGHV3-66","IGKV1-27",0.000175953548263259,0,0,0,0
13,0,0,"IGHV1-18","IGLV1-50",5.49659633842121e-05,0,0,0,0
11,0,0,"IGHV4-39","IGKV1-37",7.65675464973828e-05,0,0,0,0
8,0,0,"IGHV4-61","IGLV3-1",6.39831084593667e-05,0,0,0,0
32,0,0,"IGHV4-30-2","IGLV1-40",0.000135300832945753,0,0,0,0
2,0,0,"IGHV1-3","IGLV3-27",1.39213720904332e-05,0,0,0,0
16,0,0,"IGHV4-59","IGLV1-50",0.000127966216918733,0,0,0,0
25,0,0,"IGHV4-39","IGKV1D-13",0.000105703775738869,0,0,0,0
2,0,0,"IGHV3-49","IGKV1-NL1",1.39213720904332e-05,0,0,0,0
23,0,0,"IGHV4-38-2","IGKV2-28",0.000183951436820679,0,0,0,0
33,0,0,"IGHV3-30","IGLV7-46",0.000139528983975308,0,0,0,0
4,0,0,"IGHV4-59","IGLV3-25",2.78427441808665e-05,0,0,0,0
1,0,0,"IGHV3-53","IGLV2-5",7.99788855742084e-06,0,0,0,0
14,0,0,"IGHV4-38-2","IGLV8-61",5.91941144137669e-05,0,0,0,0
2,0,0,"IGHV5-51","IGLV3-13",1.39213720904332e-05,0,0,0,0
7,0,0,"IGHV4-61","IGLV3-9",5.59852199019459e-05,0,0,0,0
2,0,0,"IGHV1-3","IGLV4-60",8.45630205910955e-06,0,0,0,0
1,0,0,"IGHV3-23","IGLV5-48",6.96068604521662e-06,0,0,0,0
1,0,0,"IGHV4-31","IGLV5-39",7.99788855742084e-06,0,0,0,0
3,0,0,"IGHV4-30-4","IGLV3-1",1.26844530886643e-05,0,0,0,0
18,0,0,"IGHV5-51","IGLV9-49",0.000125292348813899,0,0,0,0
1,0,0,"IGHV1-46","IGKV2-18",7.99788855742084e-06,0,0,0,0
1,0,0,"IGHV3-13","IGLV3-25",4.22815102955478e-06,0,0,0,0
10,0,0,"IGHV3-64D","IGLV7-46",6.96068604521662e-05,0,0,0,0
24,0,0,"IGHV4-34","IGKV2-29",0.0001919493253781,0,0,0,0
9,0,0,"IGHV4-38-2","IGKV2-29",3.8053359265993e-05,0,0,0,0
2,0,0,"IGHV1-3","IGLV9-49",1.39213720904332e-05,0,0,0,0
20,0,0,"IGHV3-30-3","IGKV1-5",0.000159957771148417,0,0,0,0
2,0,0,"IGHV3-48","IGKV1-16",8.45630205910955e-06,0,0,0,0
10,0,0,"IGHV3-64D","IGKV1-27",6.96068604521662e-05,0,0,0,0
12,0,0,"IGHV3-30","IGKV1D-12",9.59746626890501e-05,0,0,0,0
1,0,0,"IGHV4-30-2","IGKV3D-20",4.22815102955478e-06,0,0,0,0
1,0,0,"IGHV4-31","IGLV9-49",6.96068604521662e-06,0,0,0,0
4,0,0,"IGHV1-46","IGKV1D-16",3.19915542296834e-05,0,0,0,0
15,0,0,"IGHV4-4","IGLV7-43",6.34222654433216e-05,0,0,0,0
1,0,0,"IGHV3-53","IGKV1D-13",6.96068604521662e-06,0,0,0,0
5,0,0,"IGHV1-58","IGLV7-43",3.99894427871042e-05,0,0,0,0
17,0,0,"IGHV7-4-1","IGKV2D-29",7.18785675024312e-05,0,0,0,0
29,0,0,"IGHV5-51","IGKV1D-16",0.000201859895311282,0,0,0,0
2,0,0,"IGHV1-69","IGKV1-8",1.59957771148417e-05,0,0,0,0
6,0,0,"IGHV4-30-4","IGLV3-27",2.53689061773287e-05,0,0,0,0
7,0,0,"IGHV1-3","IGKV1-8",4.87248023165163e-05,0,0,0,0
10,0,0,"IGHV4-59","IGKV1-16",7.99788855742084e-05,0,0,0,0
5,0,0,"IGHV4-61","IGKV1-37",2.11407551477739e-05,0,0,0,0
5,0,0,"IGHV1-46","IGLV3-9",3.48034302260831e-05,0,0,0,0
3,0,0,"IGHV3-74","IGKV1-16",2.39936656722625e-05,0,0,0,0
7,0,0,"IGHV5-51","IGLV5-39",2.95970572068834e-05,0,0,0,0
4,0,0,"IGHV3-11","IGLV7-43",2.78427441808665e-05,0,0,0,0
28,0,0,"IGHV1-46","IGKV1-NL1",0.000223940879607784,0,0,0,0
13,0,0,"IGHV1-46","IGKV2-40",5.49659633842121e-05,0,0,0,0
5,0,0,"IGHV3-64D","IGKV1-17",3.48034302260831e-05,0,0,0,0
16,0,0,"IGHV3-43","IGKV3-15",0.000127966216918733,0,0,0,0
7,0,0,"IGHV1-58","IGKV3-15",2.95970572068834e-05,0,0,0,0
10,0,0,"IGHV1-58","IGLV2-11",6.96068604521662e-05,0,0,0,0
8,0,0,"IGHV1-18","IGKV1D-13",6.39831084593667e-05,0,0,0,0
9,0,0,"IGHV3-53","IGKV1-13",3.8053359265993e-05,0,0,0,0
3,0,0,"IGHV5-10-1","IGKV1-NL1",2.08820581356498e-05,0,0,0,0
20,0,0,"IGHV4-31","IGLV1-40",0.000159957771148417,0,0,0,0
6,0,0,"IGHV4-28","IGLV2-8",2.53689061773287e-05,0,0,0,0
19,0,0,"IGHV3-33","IGKV1-17",0.000132253034859116,0,0,0,0
7,0,0,"IGHV3-64","IGKV1-12",5.59852199019459e-05,0,0,0,0
9,0,0,"IGHV3-21","IGKV3D-15",3.8053359265993e-05,0,0,0,0
1,0,0,"IGHV1-38-4","IGKV3-15",6.96068604521662e-06,0,0,0,0
2,0,0,"IGHV3-9","IGKV3D-15",1.59957771148417e-05,0,0,0,0
19,0,0,"IGHV1-46","IGKV3D-20",8.03348695615407e-05,0,0,0,0
3,0,0,"IGHV4-39","IGLV3-25",2.08820581356498e-05,0,0,0,0
12,0,0,"IGHV7-4-1","IGKV2-40",9.59746626890501e-05,0,0,0,0
7,0,0,"IGHV4-39","IGKV2-24",2.95970572068834e-05,0,0,0,0
2,0,0,"IGHV4-30-2","IGKV1-13",1.39213720904332e-05,0,0,0,0
2,0,0,"IGHV4-31","IGLV7-43",1.59957771148417e-05,0,0,0,0
6,0,0,"IGHV3-13","IGKV1D-12",2.53689061773287e-05,0,0,0,0
1,0,0,"IGHV3-21","IGLV4-60",6.96068604521662e-06,0,0,0,0
15,0,0,"IGHV4-30-4","IGKV1D-13",0.000119968328361313,0,0,0,0
1,0,0,"IGHV3-48","IGLV1-41",4.22815102955478e-06,0,0,0,0
13,0,0,"IGHV4-59","IGKV1-37",9.0488918587816e-05,0,0,0,0
4,0,0,"IGHV3-53","IGKV2D-29",3.19915542296834e-05,0,0,0,0
9,0,0,"IGHV3-30-3","IGKV3-15",3.8053359265993e-05,0,0,0,0
1,0,0,"IGHV3-21","IGKV2-24",6.96068604521662e-06,0,0,0,0
11,0,0,"IGHV1-58","IGLV7-46",8.79767741316293e-05,0,0,0,0
2,0,0,"IGHV1-3","IGKV1D-16",8.45630205910955e-06,0,0,0,0
11,0,0,"IGHV4-31","IGKV1-9",7.65675464973828e-05,0,0,0,0
1,0,0,"IGHV4-28","IGLV6-57",7.99788855742084e-06,0,0,0,0
3,0,0,"IGHV3-15","IGLV3-9",1.26844530886643e-05,0,0,0,0
12,0,0,"IGHV4-59","IGKV1D-16",8.35282325425994e-05,0,0,0,0
4,0,0,"IGHV5-10-1","IGKV1D-12",3.19915542296834e-05,0,0,0,0
11,0,0,"IGHV1-8","IGKV2-40",4.65096613251025e-05,0,0,0,0
10,0,0,"IGHV4-39","IGLV9-49",6.96068604521662e-05,0,0,0,0
0,0,0,"","",0,0,0,NA,NA
4,0,0,"IGHV3-43D","IGLV3-21",1.69126041182191e-05,0,0,0,0
5,0,0,"IGHV1-18","IGKV1-37",3.48034302260831e-05,0,0,0,0
8,0,0,"IGHV3-72","IGKV1D-12",6.39831084593667e-05,0,0,0,0
11,0,0,"IGHV4-4","IGKV3D-15",4.65096613251025e-05,0,0,0,0
1,0,0,"IGHV6-1","IGLV2-23",6.96068604521662e-06,0,0,0,0
7,0,0,"IGHV1-3","IGLV7-43",5.59852199019459e-05,0,0,0,0
10,0,0,"IGHV4-39","IGKV1D-16",4.22815102955478e-05,0,0,0,0
4,0,0,"IGHV4-31","IGKV1D-12",2.78427441808665e-05,0,0,0,0
3,0,0,"IGHV1-8","IGLV3-9",2.39936656722625e-05,0,0,0,0
9,0,0,"IGHV7-4-1","IGKV3D-20",3.8053359265993e-05,0,0,0,0
2,0,0,"IGHV3-64D","IGLV7-43",1.39213720904332e-05,0,0,0,0
10,0,0,"IGHV3-64D","IGKV1-5",7.99788855742084e-05,0,0,0,0
4,0,0,"IGHV1-3","IGKV2-40",1.69126041182191e-05,0,0,0,0
6,0,0,"IGHV4-31","IGLV1-51",4.17641162712997e-05,0,0,0,0
10,0,0,"IGHV1-3","IGKV1D-12",7.99788855742084e-05,0,0,0,0
11,0,0,"IGHV3-33","IGKV2-28",4.65096613251025e-05,0,0,0,0
3,0,0,"IGHV3-48","IGKV2-40",2.08820581356498e-05,0,0,0,0
11,0,0,"IGHV4-31","IGLV7-46",8.79767741316293e-05,0,0,0,0
3,0,0,"IGHV3-64","IGLV7-46",1.26844530886643e-05,0,0,0,0
10,0,0,"IGHV7-4-1","IGKV3D-15",6.96068604521662e-05,0,0,0,0
2,0,0,"IGHV1-58","IGKV2D-29",1.59957771148417e-05,0,0,0,0
2,0,0,"IGHV4-30-2","IGLV4-60",8.45630205910955e-06,0,0,0,0
1,0,0,"IGHV3-71","IGLV2-14",6.96068604521662e-06,0,0,0,0
8,0,0,"IGHV1-18","IGLV3-27",6.39831084593667e-05,0,0,0,0
10,0,0,"IGHV4-61","IGKV1D-16",4.22815102955478e-05,0,0,0,0
6,0,0,"IGHV3-43","IGKV1D-12",4.17641162712997e-05,0,0,0,0
11,0,0,"IGHV4-34","IGKV1-8",8.79767741316293e-05,0,0,0,0
2,0,0,"IGHV3-64D","IGKV1-6",8.45630205910955e-06,0,0,0,0
9,0,0,"IGHV3-7","IGKV3D-20",6.26461744069495e-05,0,0,0,0
21,0,0,"IGHV4-31","IGKV3-20",0.000167955659705838,0,0,0,0
6,0,0,"IGHV1-8","IGKV1-37",2.53689061773287e-05,0,0,0,0
1,0,0,"IGHV3-48","IGKV2-24",6.96068604521662e-06,0,0,0,0
2,0,0,"IGHV3-49","IGKV1D-12",1.59957771148417e-05,0,0,0,0
55,0,0,"IGHV4-38-2","IGLV3-21",0.000232548306625513,0,0,0,0
2,0,0,"IGHV1-58","IGKV1-13",1.39213720904332e-05,0,0,0,0
6,0,0,"IGHV3-43","IGKV1-NL1",4.7987331344525e-05,0,0,0,0
2,0,0,"IGHV4-39","IGKV2D-30",8.45630205910955e-06,0,0,0,0
4,0,0,"IGHV3-13","IGKV2D-29",2.78427441808665e-05,0,0,0,0
1,0,0,"IGHV3-13","IGKV1D-16",7.99788855742084e-06,0,0,0,0
6,0,0,"IGHV3-30-3","IGKV1-17",2.53689061773287e-05,0,0,0,0
4,0,0,"IGHV4-30-2","IGKV1D-12",2.78427441808665e-05,0,0,0,0
1,0,0,"IGHV3-43D","IGKV1-9",7.99788855742084e-06,0,0,0,0
2,0,0,"IGHV4-31","IGLV1-36",8.45630205910955e-06,0,0,0,0
2,0,0,"IGHV3-64","IGKV2D-29",1.39213720904332e-05,0,0,0,0
16,0,0,"IGHV4-34","IGKV1D-12",0.000127966216918733,0,0,0,0
11,0,0,"IGHV3-33","IGKV1-27",4.65096613251025e-05,0,0,0,0
11,0,0,"IGHV3-64","IGLV1-40",7.65675464973828e-05,0,0,0,0
3,0,0,"IGHV3-64","IGKV1-9",2.39936656722625e-05,0,0,0,0
2,0,0,"IGHV3-7","IGLV3-25",8.45630205910955e-06,0,0,0,0
2,0,0,"IGHV4-28","IGKV1-33",1.39213720904332e-05,0,0,0,0
2,0,0,"IGHV1-18","IGKV1-16",1.59957771148417e-05,0,0,0,0
2,0,0,"IGHV4-30-4","IGKV2D-30",8.45630205910955e-06,0,0,0,0
2,0,0,"IGHV3-7","IGKV1-16",1.39213720904332e-05,0,0,0,0
11,0,0,"IGHV3-33","IGKV3-15",8.79767741316293e-05,0,0,0,0
3,0,0,"IGHV4-59","IGKV1D-8",1.26844530886643e-05,0,0,0,0
19,0,0,"IGHV1-3","IGKV1-NL1",0.000132253034859116,0,0,0,0
1,0,0,"IGHV1-46","IGLV3-10",7.99788855742084e-06,0,0,0,0
1,0,0,"IGHV3-16","IGKV3-11",4.22815102955478e-06,0,0,0,0
5,0,0,"IGHV3-13","IGKV1-NL1",3.48034302260831e-05,0,0,0,0
2,0,0,"IGHV3-NL1","IGLV6-57",1.59957771148417e-05,0,0,0,0
11,0,0,"IGHV3-53","IGKV1-NL1",4.65096613251025e-05,0,0,0,0
